,image_number,label,label_d,label_d2,label_h,label_v
487,820935,d2,False,True,False,False
488,129426,d2,False,True,False,False
489,5475,h,False,False,True,False
490,909311,v,False,False,False,True
491,630498,v,False,False,False,True
492,45529,h,False,False,True,False
493,666208,h,False,False,True,False
494,911750,d2,False,True,False,False
495,855197,d2,False,True,False,False
496,543728,h,False,False,True,False
497,738559,d2,False,True,False,False
498,842534,d2,False,True,False,False
499,787064,d,True,False,False,False
500,870618,d2,False,True,False,False
501,950025,v,False,False,False,True
502,64819,d2,False,True,False,False
503,218862,d,True,False,False,False
504,421049,d2,False,True,False,False
505,943130,d2,False,True,False,False
506,454681,v,False,False,False,True
507,518084,d2,False,True,False,False
508,856345,d,True,False,False,False
509,221996,v,False,False,False,True
510,755265,h,False,False,True,False
511,587643,h,False,False,True,False
512,897483,d2,False,True,False,False
513,291334,d,True,False,False,False
514,25919,h,False,False,True,False
515,613067,d2,False,True,False,False
516,791785,h,False,False,True,False
517,37876,d,True,False,False,False
518,300345,d2,False,True,False,False
519,394052,d2,False,True,False,False
520,653221,v,False,False,False,True
521,742486,d,True,False,False,False
522,89242,v,False,False,False,True
523,353202,h,False,False,True,False
524,727851,d2,False,True,False,False
525,815308,d,True,False,False,False
526,154482,v,False,False,False,True
527,89519,d,True,False,False,False
528,217491,d,True,False,False,False
529,176229,d,True,False,False,False
530,623203,h,False,False,True,False
531,161026,h,False,False,True,False
532,806730,d2,False,True,False,False
533,750497,h,False,False,True,False
534,417197,d,True,False,False,False
535,925133,v,False,False,False,True
536,670266,v,False,False,False,True
537,764144,h,False,False,True,False
538,167262,d,True,False,False,False
539,705383,d,True,False,False,False
540,673720,d,True,False,False,False
541,790024,d,True,False,False,False
542,282195,d,True,False,False,False
543,801974,d2,False,True,False,False
544,11171,h,False,False,True,False
545,160110,h,False,False,True,False
546,18420,d2,False,True,False,False
547,678843,v,False,False,False,True
548,478948,h,False,False,True,False
549,182642,v,False,False,False,True
550,173806,v,False,False,False,True
551,604296,h,False,False,True,False
552,965053,v,False,False,False,True
553,193003,v,False,False,False,True
554,985256,v,False,False,False,True
555,46725,h,False,False,True,False
556,97254,d2,False,True,False,False
557,871816,d,True,False,False,False
558,543436,d,True,False,False,False
559,812596,d2,False,True,False,False
560,726257,d2,False,True,False,False
561,634044,v,False,False,False,True
562,418902,d2,False,True,False,False
563,566961,v,False,False,False,True
564,316529,h,False,False,True,False
565,751337,v,False,False,False,True
566,248353,d2,False,True,False,False
567,522380,h,False,False,True,False
568,539405,v,False,False,False,True
569,135069,d,True,False,False,False
570,961832,d,True,False,False,False
571,952232,h,False,False,True,False
572,591103,h,False,False,True,False
573,220963,d2,False,True,False,False
574,955666,d2,False,True,False,False
575,393427,d,True,False,False,False
576,530427,d2,False,True,False,False
577,384641,d2,False,True,False,False
578,71015,d,True,False,False,False
579,724290,h,False,False,True,False
580,431440,d2,False,True,False,False
581,710555,h,False,False,True,False
582,654454,h,False,False,True,False
583,3599,d,True,False,False,False
584,993023,d,True,False,False,False
585,583318,v,False,False,False,True
586,925774,d,True,False,False,False
587,957184,d2,False,True,False,False
588,573050,d2,False,True,False,False
589,508563,h,False,False,True,False
590,709300,h,False,False,True,False
591,320596,d,True,False,False,False
592,949338,d,True,False,False,False
593,678788,h,False,False,True,False
594,812973,d,True,False,False,False
595,694029,v,False,False,False,True
596,59878,h,False,False,True,False
597,592412,v,False,False,False,True
598,313079,h,False,False,True,False
599,615499,d,True,False,False,False
600,264145,d2,False,True,False,False
601,282210,h,False,False,True,False
602,986052,v,False,False,False,True
603,725488,h,False,False,True,False
604,590270,v,False,False,False,True
605,27488,h,False,False,True,False
606,884388,d2,False,True,False,False
607,868273,v,False,False,False,True
608,882188,h,False,False,True,False
609,61431,d2,False,True,False,False
610,524926,h,False,False,True,False
611,398441,v,False,False,False,True
612,991839,d,True,False,False,False
613,897511,d2,False,True,False,False
614,246507,h,False,False,True,False
615,462927,d,True,False,False,False
616,806265,v,False,False,False,True
617,782379,h,False,False,True,False
618,375346,h,False,False,True,False
619,703595,d2,False,True,False,False
620,264262,h,False,False,True,False
621,848940,v,False,False,False,True
622,94739,h,False,False,True,False
623,391003,h,False,False,True,False
624,553663,v,False,False,False,True
625,580800,d2,False,True,False,False
626,61603,d2,False,True,False,False
627,657697,d2,False,True,False,False
628,151483,h,False,False,True,False
629,893075,d,True,False,False,False
630,270628,v,False,False,False,True
631,918493,d,True,False,False,False
632,77928,v,False,False,False,True
633,928255,d2,False,True,False,False
634,596508,d,True,False,False,False
635,867173,v,False,False,False,True
636,735472,h,False,False,True,False
637,983763,d2,False,True,False,False
638,406024,d2,False,True,False,False
639,142757,d,True,False,False,False
640,581698,h,False,False,True,False
641,239000,h,False,False,True,False
642,901943,d2,False,True,False,False
643,565549,v,False,False,False,True
644,347365,h,False,False,True,False
645,851719,d2,False,True,False,False
646,223821,d,True,False,False,False
647,114128,v,False,False,False,True
648,21211,h,False,False,True,False
649,736320,d2,False,True,False,False
650,622812,h,False,False,True,False
651,570773,d,True,False,False,False
652,218325,h,False,False,True,False
653,264934,v,False,False,False,True
654,146756,v,False,False,False,True
655,164053,v,False,False,False,True
656,113691,d2,False,True,False,False
657,43479,h,False,False,True,False
658,96886,d2,False,True,False,False
659,200480,d2,False,True,False,False
660,937831,h,False,False,True,False
661,117995,h,False,False,True,False
662,654073,d,True,False,False,False
663,404726,d2,False,True,False,False
664,359057,v,False,False,False,True
665,903009,h,False,False,True,False
666,850868,d2,False,True,False,False
667,514482,v,False,False,False,True
668,704672,h,False,False,True,False
669,177456,d,True,False,False,False
670,493854,d2,False,True,False,False
671,585455,d,True,False,False,False
672,521711,d2,False,True,False,False
673,331216,v,False,False,False,True
674,492705,h,False,False,True,False
675,373195,d2,False,True,False,False
676,89814,h,False,False,True,False
677,485975,d2,False,True,False,False
678,453589,d,True,False,False,False
679,466979,d,True,False,False,False
680,312332,h,False,False,True,False
681,313155,v,False,False,False,True
682,350877,v,False,False,False,True
683,825303,v,False,False,False,True
684,620579,d,True,False,False,False
685,447158,d,True,False,False,False
686,839678,v,False,False,False,True
687,112523,d,True,False,False,False
688,392038,v,False,False,False,True
689,217878,d,True,False,False,False
690,866757,d2,False,True,False,False
691,529572,h,False,False,True,False
692,709167,d2,False,True,False,False
693,659906,d,True,False,False,False
694,488519,h,False,False,True,False
695,299032,v,False,False,False,True
696,965842,d2,False,True,False,False
697,695626,h,False,False,True,False
698,755629,h,False,False,True,False
699,75014,d2,False,True,False,False
700,926789,d,True,False,False,False
701,11706,d,True,False,False,False
702,740089,v,False,False,False,True
703,156992,h,False,False,True,False
704,846745,h,False,False,True,False
705,667881,h,False,False,True,False
706,896297,d,True,False,False,False
707,901748,h,False,False,True,False
708,202654,d,True,False,False,False
709,256133,v,False,False,False,True
710,384541,h,False,False,True,False
711,427518,h,False,False,True,False
712,847115,d2,False,True,False,False
713,655497,h,False,False,True,False
714,162868,h,False,False,True,False
715,959554,h,False,False,True,False
716,93561,h,False,False,True,False
717,304480,d2,False,True,False,False
718,839972,h,False,False,True,False
719,438871,d,True,False,False,False
720,442497,h,False,False,True,False
721,940226,h,False,False,True,False
722,208076,h,False,False,True,False
723,780193,h,False,False,True,False
724,798909,h,False,False,True,False
725,142209,d,True,False,False,False
726,984362,v,False,False,False,True
727,818890,h,False,False,True,False
728,863827,v,False,False,False,True
729,111377,h,False,False,True,False
730,730505,v,False,False,False,True
731,703590,d2,False,True,False,False
732,625514,h,False,False,True,False
733,777638,d,True,False,False,False
734,290846,v,False,False,False,True
735,985754,d2,False,True,False,False
736,906982,d2,False,True,False,False
737,538496,d2,False,True,False,False
738,947505,d2,False,True,False,False
739,569852,d,True,False,False,False
740,143332,v,False,False,False,True
741,403496,d2,False,True,False,False
742,830408,h,False,False,True,False
743,126161,v,False,False,False,True
744,800256,d2,False,True,False,False
745,931052,d2,False,True,False,False
746,525721,h,False,False,True,False
747,448081,v,False,False,False,True
748,367101,v,False,False,False,True
749,495727,h,False,False,True,False
750,236566,d,True,False,False,False
751,898868,d2,False,True,False,False
752,451463,v,False,False,False,True
753,47288,h,False,False,True,False
754,300157,v,False,False,False,True
755,78270,d,True,False,False,False
756,168484,h,False,False,True,False
757,416022,v,False,False,False,True
758,466660,d,True,False,False,False
759,75078,d2,False,True,False,False
760,973623,h,False,False,True,False
761,83330,d2,False,True,False,False
762,140974,h,False,False,True,False
763,560007,v,False,False,False,True
764,565423,d2,False,True,False,False
765,590583,d,True,False,False,False
766,749865,d,True,False,False,False
767,982403,d2,False,True,False,False
768,984755,d,True,False,False,False
769,733940,d2,False,True,False,False
770,415652,d,True,False,False,False
771,580989,h,False,False,True,False
772,532083,v,False,False,False,True
773,21448,d,True,False,False,False
774,331162,h,False,False,True,False
775,986578,h,False,False,True,False
776,856409,d,True,False,False,False
777,807026,v,False,False,False,True
778,904823,d,True,False,False,False
779,596373,v,False,False,False,True
780,728624,d2,False,True,False,False
781,97782,d2,False,True,False,False
782,48879,v,False,False,False,True
783,839701,d,True,False,False,False
784,927984,v,False,False,False,True
785,334947,d2,False,True,False,False
786,180227,d2,False,True,False,False
787,922702,h,False,False,True,False
788,747337,d2,False,True,False,False
789,341922,h,False,False,True,False
790,72371,h,False,False,True,False
791,392663,d2,False,True,False,False
792,912158,v,False,False,False,True
793,57011,v,False,False,False,True
794,206903,d2,False,True,False,False
795,758065,d2,False,True,False,False
796,528184,d2,False,True,False,False
797,613484,v,False,False,False,True
798,461166,h,False,False,True,False
799,521133,d,True,False,False,False
800,71452,d2,False,True,False,False
801,731759,h,False,False,True,False
802,558543,d2,False,True,False,False
803,6575,d2,False,True,False,False
804,277525,v,False,False,False,True
805,202467,d,True,False,False,False
806,318915,v,False,False,False,True
807,43521,d2,False,True,False,False
808,414787,v,False,False,False,True
809,460665,v,False,False,False,True
810,992135,d2,False,True,False,False
811,880161,d2,False,True,False,False
812,248822,v,False,False,False,True
813,178130,v,False,False,False,True
814,69837,v,False,False,False,True
815,42118,h,False,False,True,False
816,856147,d,True,False,False,False
817,685434,d,True,False,False,False
818,249616,d2,False,True,False,False
819,139570,v,False,False,False,True
820,175063,d2,False,True,False,False
821,850707,v,False,False,False,True
822,944498,h,False,False,True,False
823,888015,v,False,False,False,True
824,538785,v,False,False,False,True
825,463016,d2,False,True,False,False
826,674400,d,True,False,False,False
827,97359,v,False,False,False,True
828,118914,d,True,False,False,False
829,565536,h,False,False,True,False
830,342522,d,True,False,False,False
831,375742,d,True,False,False,False
832,33460,d,True,False,False,False
833,441222,d,True,False,False,False
834,771535,d,True,False,False,False
835,269253,d,True,False,False,False
836,787854,h,False,False,True,False
837,688145,h,False,False,True,False
838,504121,v,False,False,False,True
839,586373,v,False,False,False,True
840,687979,d,True,False,False,False
841,522467,h,False,False,True,False
842,683734,v,False,False,False,True
843,832077,d2,False,True,False,False
844,495944,v,False,False,False,True
845,432856,d,True,False,False,False
846,9398,h,False,False,True,False
847,482149,v,False,False,False,True
848,132185,h,False,False,True,False
849,589694,h,False,False,True,False
850,719440,v,False,False,False,True
851,736701,d2,False,True,False,False
852,487285,d2,False,True,False,False
853,368066,d2,False,True,False,False
854,209112,v,False,False,False,True
855,601027,d2,False,True,False,False
856,374369,d2,False,True,False,False
857,71266,d2,False,True,False,False
858,988843,h,False,False,True,False
859,95820,d2,False,True,False,False
860,575215,d,True,False,False,False
861,117971,d,True,False,False,False
862,669998,h,False,False,True,False
863,23409,v,False,False,False,True
864,979320,h,False,False,True,False
865,989971,d2,False,True,False,False
866,734124,v,False,False,False,True
867,349002,d,True,False,False,False
868,950309,d,True,False,False,False
869,523490,d2,False,True,False,False
870,313360,d,True,False,False,False
871,52748,v,False,False,False,True
872,182256,d,True,False,False,False
873,725920,h,False,False,True,False
874,487442,v,False,False,False,True
875,716495,d,True,False,False,False
876,145869,v,False,False,False,True
877,85236,d,True,False,False,False
878,228464,v,False,False,False,True
879,683565,v,False,False,False,True
880,870736,h,False,False,True,False
881,348948,d2,False,True,False,False
882,270403,d2,False,True,False,False
883,285533,d2,False,True,False,False
884,810290,h,False,False,True,False
885,661072,d2,False,True,False,False
886,7581,d,True,False,False,False
887,318321,h,False,False,True,False
888,167115,d,True,False,False,False
889,863042,h,False,False,True,False
890,956749,v,False,False,False,True
891,688686,v,False,False,False,True
892,98118,d,True,False,False,False
893,539979,v,False,False,False,True
894,972425,v,False,False,False,True
895,321672,d2,False,True,False,False
896,80028,d2,False,True,False,False
897,971082,d,True,False,False,False
898,663768,v,False,False,False,True
899,352192,d2,False,True,False,False
900,421533,h,False,False,True,False
901,330901,h,False,False,True,False
902,882556,d2,False,True,False,False
903,201948,v,False,False,False,True
904,598910,h,False,False,True,False
905,296909,h,False,False,True,False
906,686229,d2,False,True,False,False
907,273998,d,True,False,False,False
908,725721,d2,False,True,False,False
909,476383,d,True,False,False,False
910,961685,v,False,False,False,True
911,656786,d2,False,True,False,False
912,647681,d,True,False,False,False
913,692277,d2,False,True,False,False
914,698126,h,False,False,True,False
